CELL_LINE	TISSUE	COMPOUND_A	COMPOUND_B	MAX_CONC_A	IC50_A	H_A	Einf_A	MAX_CONC_B	IC50_B	H_B	Einf_B	SYNERGY_SCORE	COMBINATION_ID	DATASET	SYNERGY_PRED
CAL-120	breast	MTOR_1	ESR1	1	0.170267659	0.7249535	16.80629914	1	0.273329287	10	90.79962966	-19.51674	ESR1.MTOR_1	train	-3.3387265
CAL-51	breast	MTOR_1	ESR1	1	0.317725511	1.7850956	16.82081227	1	0.91773549	9.8529685	85.27926859	7.650171	ESR1.MTOR_1	train	-2.1228762
CAMA-1	breast	MTOR_1	ESR1	1	0.350564957	3.120065	24.85255957	1	0.045290246	1.3443999	52.43308249	44.15751	ESR1.MTOR_1	train	4.1816626
DU-4475	breast	MTOR_1	ESR1	1	0.352598931	1.6744564	0	1	1	10	81.40001649	-1.132942	ESR1.MTOR_1	train	-5.1530724
HCC1187	breast	MTOR_1	ESR1	1	0.26743465	10	11.89907573	1	1	0	100	7.028081	ESR1.MTOR_1	train	0.14114743
HCC1806	breast	MTOR_1	ESR1	1	0.211206786	2.0155687	14.28857738	1	1	0	100	4.708188	ESR1.MTOR_1	train	12.435428
HCC70	breast	MTOR_1	ESR1	1	0.286185367	1.7963175	34.27996636	1	1	0	100	9.591303	ESR1.MTOR_1	train	-3.1875787
MDA-MB-157	breast	MTOR_1	ESR1	1	0.207681169	1.7225425	43.48284835	1	1	0	100	-4.245935	ESR1.MTOR_1	train	15.454509
MDA-MB-231	breast	MTOR_1	ESR1	1	0.439341073	1.1089629	21.0862109	1	1	0	100	14.12636	ESR1.MTOR_1	train	4.836901
MDA-MB-453	breast	MTOR_1	ESR1	1	0.226984719	3.6988831	12.53064877	1	0.291494846	10	92.99993593	16.11686	ESR1.MTOR_1	train	-0.05774016
BT-20	breast	ESR1_1	AKT_1	3	1.44767486	10	79.28582678	3	1.692116	0.905353	22.05266733	-12.6923	AKT_1.ESR1_1	train	24.193216
BT-474	breast	ESR1_1	AKT_1	3	0.0003	0.1	39.39624018	3	0.187816725	1.4623649	6.41500222	25.40946	AKT_1.ESR1_1	train	30.308413
CAMA-1	breast	ESR1_1	AKT_1	3	0.283379177	0.231355	0	3	1.570571217	1.4319702	0	47.2247	AKT_1.ESR1_1	train	25.416414
EVSA-T	breast	ESR1_1	AKT_1	3	3	0.383871	21.78634563	3	0.240398524	0.8027073	0	-6.024088	AKT_1.ESR1_1	train	7.6795726
HCC1187	breast	ESR1_1	AKT_1	3	1.029386509	10	69.39930543	3	0.048849554	0.5855834	20.9511988	5.116957	AKT_1.ESR1_1	train	11.95729
HCC1569	breast	ESR1_1	AKT_1	3	3	10	84.60016971	3	2.054738087	0.6231873	0	12.53683	AKT_1.ESR1_1	train	4.883763
MCF7	breast	ESR1_1	AKT_1	3	0.0003	0.1	29.87252246	3	0.146780963	0.3700867	19.51899247	127.2922	AKT_1.ESR1_1	train	38.098957
MDA-MB-415	breast	ESR1_1	AKT_1	3	3	0.2513992	61.49512387	3	0.267076135	1.1606021	34.72575018	49.00117	AKT_1.ESR1_1	train	20.018644
BT-474	breast	MTOR_1	ESR1_1	1	0.108596307	2.6594628	25.29319347	3	0.0003	0.1	43.13950317	-8.310624	ESR1_1.MTOR_1	train	21.189318
HCC1569	breast	MTOR_1	ESR1_1	1	0.13721429	0.4081398	0	3	3	0.9983261	49.94724014	6.21804	ESR1_1.MTOR_1	train	7.2017093
HCC70	breast	MTOR_1	ESR1_1	1	0.195422906	10	85.47397202	3	0.16575483	10	85.10035976	-0.0411081	ESR1_1.MTOR_1	train	-2.2963667
MDA-MB-361	breast	MTOR_1	ESR1_1	1	0.295102732	0.9516441	25.79097005	3	3	0.1934133	51.74956641	25.57379	ESR1_1.MTOR_1	train	23.938164
MDA-MB-415	breast	MTOR_1	ESR1_1	1	0.058323638	1.1224283	16.79369956	3	3	0.1507423	48.43973087	14.36195	ESR1_1.MTOR_1	train	22.204073
MDA-MB-436	breast	MTOR_1	ESR1_1	1	0.1089987	0.5179892	18.23898311	3	0.294710161	10	91.54995499	-14.06975	ESR1_1.MTOR_1	train	1.7395694
MDA-MB-453	breast	MTOR_1	ESR1_1	1	0.069021477	1.4244908	7.43241608	3	3	0.9229471	44.00939287	20.34692	ESR1_1.MTOR_1	train	20.368916
T47D	breast	MTOR_1	ESR1_1	1	0.102130701	1.095705	20.05783043	3	0.0003	0.1	31.63280982	23.26164	ESR1_1.MTOR_1	train	8.551803
BT-20	breast	PIK3C	ESR1_1	3	1.023124978	10	41.99876028	0.1	1	0	100	47.01936	ESR1_1.PIK3C	train	26.54902
BT-474	breast	PIK3C	ESR1_1	3	0.626068687	1.8026778	0	3	0.0003	0.1	62.99703512	61.02119	ESR1_1.PIK3C	train	28.953117
HCC1569	breast	PIK3C	ESR1_1	3	0.820422153	0.4137465	0	3	3	0.1972719	38.77918142	1.11613	ESR1_1.PIK3C	train	13.605153
HCC1954	breast	PIK3C	ESR1_1	3	0.979539497	10	20.39887436	3	3	1.8009823	11.40212754	-6.294411	ESR1_1.PIK3C	train	38.115635
HCC70	breast	PIK3C	ESR1_1	3	0.579739756	1.4813992	7.21307531	3	0.103232428	10	78.86650316	18.45182	ESR1_1.PIK3C	train	15.829065
MCF7	breast	PIK3C	ESR1_1	3	0.339188064	2.8581567	13.72428666	3	0.0003	0.1	27.23665383	71.06812	ESR1_1.PIK3C	train	35.39404
MDA-MB-361	breast	PIK3C	ESR1_1	3	0.39654229	0.9190162	0	3	3	0.1217477	47.09649742	43.87407	ESR1_1.PIK3C	train	28.838533
MDA-MB-453	breast	PIK3C	ESR1_1	3	1.074279251	1.3801019	0	3	3	1.267985	49.65875815	47.09623	ESR1_1.PIK3C	train	24.40915
MDA-MB-468	breast	PIK3C	ESR1_1	3	2.66305909	1.1291651	0	3	0.0003	0.1	81.8301511	-22.43497	ESR1_1.PIK3C	train	25.531572
BT-474	breast	MTOR_1	ESR1_3	1	0.17655843	0.6826946	0	3	2.325796553	0.1850004	0	-29.96694	ESR1_3.MTOR_1	train	21.194624
EVSA-T	breast	MTOR_1	ESR1_3	1	0.142018729	1.3851926	2.25843868	3	3	0.6040967	45.5692872	17.99035	ESR1_3.MTOR_1	train	12.5889845
HCC1187	breast	MTOR_1	ESR1_3	1	0.124904712	0.9349942	17.46440276	3	0.0003	0.1	78.61284928	41.05598	ESR1_3.MTOR_1	train	14.9221
HCC1395	breast	MTOR_1	ESR1_3	1	1	0.1217216	5.48876555	3	0.0003	0.1	68.54902463	-48.17627	ESR1_3.MTOR_1	train	11.734536
HCC1569	breast	MTOR_1	ESR1_3	1	0.089615838	0.608836	19.84214238	3	0.0003	0.1	75.61896044	-5.036041	ESR1_3.MTOR_1	train	8.481494
MCF7	breast	MTOR_1	ESR1_3	1	0.1171657	1.7901112	12.68716746	3	0.103888136	3.999231	63.34617488	32.98485	ESR1_3.MTOR_1	train	23.03552
MDA-MB-361	breast	MTOR_1	ESR1_3	1	0.144848021	1.3223668	36.19581605	3	0.066283365	0.5966194	76.33129405	19.57296	ESR1_3.MTOR_1	train	23.94234
BT-20	breast	FASN	BCL2_BCL2L1	1	0.633953198	0.7528231	32.47987797	1	1	0.8094733	49.83375186	14.10614	BCL2_BCL2L1.FASN	train	14.850865
CAL-148	breast	FASN	BCL2_BCL2L1	1	0.302232182	10	94.59996274	1	0.316074726	1.8726829	24.89368325	8.727391	BCL2_BCL2L1.FASN	train	11.349696
HCC1143	breast	FASN	BCL2_BCL2L1	1	1	0.3375237	83.75033813	1	0.324375251	10	60.19947958	-31.69333	BCL2_BCL2L1.FASN	train	-4.57797
HCC1806	breast	FASN	BCL2_BCL2L1	1	0.294043963	10	91.99989556	1	1	10	81.40011129	8.153521	BCL2_BCL2L1.FASN	train	7.6207633
HCC1937	breast	FASN	BCL2_BCL2L1	1	1	0	100	1	0.241393187	1.4494081	66.95111519	13.64902	BCL2_BCL2L1.FASN	train	6.3347783
HCC38	breast	FASN	BCL2_BCL2L1	1	1	0	100	1	0.174261185	2.3034377	10.78865691	15.19502	BCL2_BCL2L1.FASN	train	15.685382
MDA-MB-231	breast	FASN	BCL2_BCL2L1	1	0.324226066	10	92.6999006	1	1	0.7587807	17.16523206	25.91807	BCL2_BCL2L1.FASN	train	13.095178
MDA-MB-436	breast	FASN	BCL2_BCL2L1	1	1	0	100	1	0.308756372	10	85.29988146	0.5523007	BCL2_BCL2L1.FASN	train	-1.1051784
MDA-MB-468	breast	FASN	BCL2_BCL2L1	1	0.093557241	10	88.94988095	1	0.902379259	0.6597072	38.64076151	45.53811	BCL2_BCL2L1.FASN	train	18.581789
MFM-223	breast	FASN	BCL2_BCL2L1	1	0.020494477	2.9976595	91.53057554	1	0.974409822	1.5965621	0	-20.67056	BCL2_BCL2L1.FASN	train	6.5819306
BT-549	breast	MAP2K_1	FASN	1	0.018477229	10	87.95209198	1	1	0.4563833	76.31551922	0.5736392	FASN.MAP2K_1	train	0.36252886
CAL-148	breast	MAP2K_1	FASN	1	0.051272701	0.5961554	85.30271578	1	1	0	100	22.76802	FASN.MAP2K_1	train	4.2622666
CAMA-1	breast	MAP2K_1	FASN	1	1	0	100	1	0.075249142	10	86.34971517	7.072155	FASN.MAP2K_1	train	0.4656089
HCC1428	breast	MAP2K_1	FASN	1	1	0	100	1	1	10	72.80005201	-7.004386	FASN.MAP2K_1	train	-3.6034007
HCC1937	breast	MAP2K_1	FASN	1	1	0.3017898	75.49217404	1	1	0	100	5.805401	FASN.MAP2K_1	train	10.950178
HCC38	breast	MAP2K_1	FASN	1	1	0.3073067	60.20677051	1	0.01453119	10	93.75171299	7.464531	FASN.MAP2K_1	train	8.409574
Hs-578-T	breast	MAP2K_1	FASN	1	1	0.611711	40.21750816	1	0.078265865	10	89.14651157	15.77519	FASN.MAP2K_1	train	1.6582875
MDA-MB-157	breast	MAP2K_1	FASN	1	0.037497539	0.5245921	58.09746449	1	1	0.3779841	78.41273924	7.279093	FASN.MAP2K_1	train	24.684225
MDA-MB-231	breast	MAP2K_1	FASN	1	0.398821453	1.3481003	36.01641198	1	1	0	100	24.94119	FASN.MAP2K_1	train	8.028527
MDA-MB-436	breast	MAP2K_1	FASN	1	1	0.3688115	20.91049262	1	1	0	100	-3.088848	FASN.MAP2K_1	train	3.0464957
MFM-223	breast	MAP2K_1	FASN	1	1	0	100	1	1	0.7880327	85.04062131	3.968367	FASN.MAP2K_1	train	1.9895315
BT-549	breast	MTOR_1	FASN	1	0.311977825	1.6225412	26.50023926	1	1	0	100	17.66288	FASN.MTOR_1	train	-6.150754
CAL-148	breast	MTOR_1	FASN	1	0.081707481	3.0422146	81.1849509	1	1	0	100	-8.579723	FASN.MTOR_1	train	-7.6869664
CAL-51	breast	MTOR_1	FASN	1	0.315653071	1.3702596	15.39533351	1	1	0	100	12.98182	FASN.MTOR_1	train	0.57693106
HCC1187	breast	MTOR_1	FASN	1	0.225291355	4.4190139	13.07848925	1	1	0.2154601	79.10865063	-6.860539	FASN.MTOR_1	train	-1.2335119
HCC1395	breast	MTOR_1	FASN	1	0.487730165	0.9187586	15.66787448	1	0.223242189	5.493424	92.09807563	-0.7101762	FASN.MTOR_1	train	-1.1666958
HCC1428	breast	MTOR_1	FASN	1	1	0.703363	3.47072975	1	0.179885401	10	80.76269379	0.7984304	FASN.MTOR_1	train	-7.8921704
HCC38	breast	MTOR_1	FASN	1	1	1.4401542	53.68241595	1	1	0	100	-9.105909	FASN.MTOR_1	train	-0.041782804
Hs-578-T	breast	MTOR_1	FASN	1	0.239844029	2.8157838	26.76361552	1	1	0	100	7.24632	FASN.MTOR_1	train	-6.3403025
MDA-MB-157	breast	MTOR_1	FASN	1	0.225480361	1.8433527	51.97496767	1	0.17790232	10	93.4233304	-0.2131888	FASN.MTOR_1	train	7.06658
MDA-MB-231	breast	MTOR_1	FASN	1	0.402332628	0.8267566	13.08373935	1	1	10	94.60000716	-9.364899	FASN.MTOR_1	train	-0.9394104
M14	melanoma	MTOR_1	FASN	1	1	0.471607	1.36484328	1	0.095290378	10	57.9499029	-19.81054	FASN.MTOR_1	train	0.94266444
BT-549	breast	FGFR	AKT	1	0.101135905	3.1136298	68.98926885	1	0.168647072	1.0782794	47.21380863	37.32471	AKT.FGFR	train	7.5316005
CAL-120	breast	FGFR	AKT	3	0.036113149	0.6199994	41.31208273	3	0.770775861	0.8894896	9.87358914	3.156817	AKT.FGFR	train	14.398487
CAL-120	breast	FGFR	AKT	1	0.172476389	10	87.13606911	1	0.145434735	2.7805847	65.52403347	3.006479	AKT.FGFR	train	5.640495
CAL-148	breast	FGFR	AKT	1	1	0	100	1	0.15877493	1.5110634	0.91253228	-4.114951	AKT.FGFR	train	4.925735
CAL-51	breast	FGFR	AKT	1	1	0.5072323	60.84622491	1	1	0.7922611	0.1719168	8.624525	AKT.FGFR	train	7.7163424
CAMA-1	breast	FGFR	AKT	1	1	0	100	1	0.135636983	1.287325	8.76523699	-0.4255949	AKT.FGFR	train	-0.10088725
DMS-114	lung_small_cell_carcinoma	FGFR	AKT	3	0.150545093	2.0195352	15.77509306	3	3	0.5950601	2.91525863	15.5706	AKT.FGFR	train	9.593823
HCC1187	breast	FGFR	AKT	1	1	10	90.80011592	1	0.277754335	4.8935828	58.02071334	10.52669	AKT.FGFR	train	0.07020288
HCC1395	breast	FGFR	AKT	1	0.00946639	1.4350141	48.15495082	1	0.374680382	0.9209859	40.54520964	45.50561	AKT.FGFR	train	25.39121
HCC1806	breast	FGFR	AKT	1	1	0	100	1	0.386971296	10	72.49792863	-13.23412	AKT.FGFR	train	11.467521
HCC1937	breast	FGFR	AKT	1	1	0	100	1	1	0.9630887	47.85165447	27.66968	AKT.FGFR	train	16.673431
Hs-578-T	breast	FGFR	AKT	1	0.0001	0.1	84.43386526	1	0.276143847	3.8668361	55.49138746	21.75473	AKT.FGFR	train	8.312768
MDA-MB-453	breast	FGFR	AKT	1	0.150653737	5.7580902	28.33235086	1	0.250688448	1.6062007	21.9578475	5.40904	AKT.FGFR	train	23.49471
MFM-223	breast	FGFR	AKT	1	0.12441562	0.5561916	2.73981326	1	0.179201241	1.0399857	2.63832935	33.79264	AKT.FGFR	train	10.063366
SW780	Bladder	FGFR	AKT	3	0.701471253	0.4788587	0	3	0.99816916	0.8977296	0	-27.33424	AKT.FGFR	train	12.096243
647-V	Bladder	FGFR	BCL2_BCL2L1	3	3	10	94.00009494	3	1.586022645	0.9172571	0	-24.74415	BCL2_BCL2L1.FGFR	train	5.760176
DMS-114	lung_small_cell_carcinoma	FGFR	BCL2_BCL2L1	3	0.200634629	2.9518646	17.75352384	3	3	10	88.60056234	-12.82158	BCL2_BCL2L1.FGFR	train	-7.5676403
KATOIII	stomach	FGFR	BCL2_BCL2L1	0.01	0.003735062	10	17.5956351	3	1	0	100	-6.055594	BCL2_BCL2L1.FGFR	train	0.74175936
NCI-H520	lung_NSCLC_squamous_cell_carcinoma	FGFR	BCL2_BCL2L1	3	0.067911372	1.7895987	62.13485088	3	0.606625574	1.1726338	92.2597607	-30.33513	BCL2_BCL2L1.FGFR	train	-4.692593
RT4	Bladder	FGFR	BCL2_BCL2L1	3	0.676138494	0.695311	9.63190028	3	1.975967193	1.1010618	0	41.82546	BCL2_BCL2L1.FGFR	train	33.785164
T-24	Bladder	FGFR	BCL2_BCL2L1	3	1	0	100	0.3	0.3	10	87.20019629	7.704466	BCL2_BCL2L1.FGFR	train	-9.044041
UM-UC-3	Bladder	FGFR	BCL2_BCL2L1	3	3	2.5012877	94.40458078	3	0.198061613	1.2711912	51.75563265	-24.00446	BCL2_BCL2L1.FGFR	train	-8.034841
CAMA-1	breast	FGFR	BCL2_BCL2L1_BCL2L2	1	0.081396061	10	93.79946342	1	1	0	100	-17.2007	BCL2_BCL2L1_BCL2L2.FGFR	train	-5.2065363
HCC1419	breast	FGFR	BCL2_BCL2L1_BCL2L2	1	1	0	100	1	0.201683259	3.9375078	71.83878523	29.69523	BCL2_BCL2L1_BCL2L2.FGFR	train	16.048532
KATOIII	stomach	FGFR	BCL2_BCL2L1_BCL2L2	0.01	0.003675841	10	18.39631805	3	1.057155704	10	79.69938487	6.634295	BCL2_BCL2L1_BCL2L2.FGFR	train	-0.9855111
MDA-MB-361	breast	FGFR	BCL2_BCL2L1_BCL2L2	1	0.275798232	10	91.69970564	1	0.308438455	10	77.49976254	-0.3315716	BCL2_BCL2L1_BCL2L2.FGFR	train	2.160407
NCI-H520	lung_NSCLC_squamous_cell_carcinoma	FGFR	BCL2_BCL2L1_BCL2L2	3	0.065330588	1.720015	63.90710296	3	3	10	93.60027088	-24.13237	BCL2_BCL2L1_BCL2L2.FGFR	train	-3.717642
NCI-SNU-16	stomach	FGFR	BCL2_BCL2L1_BCL2L2	0.01	0.008407923	2.0182078	0	3	3	1.6330276	6.2666575	9.711389	BCL2_BCL2L1_BCL2L2.FGFR	train	15.461873
SW780	Bladder	FGFR	BCL2_BCL2L1_BCL2L2	3	0.720070159	0.4966396	0	3	1.006505127	0.7827625	5.1000456	52.66815	BCL2_BCL2L1_BCL2L2.FGFR	train	14.021691
UACC-812	breast	FGFR	BCL2_BCL2L1_BCL2L2	1	1	0	100	1	1	0.9745358	59.89584909	8.120883	BCL2_BCL2L1_BCL2L2.FGFR	train	1.7890719
BT-474	breast	FGFR	Chloroquine	1	1	0	100	1	1	0	100	-27.32585	Chloroquine.FGFR	train	-10.809005
CAMA-1	breast	FGFR	Chloroquine	1	0.064832031	10	91.59885263	1	1	0	100	20.50806	Chloroquine.FGFR	train	-10.039467
DMS-114	lung_small_cell_carcinoma	FGFR	Chloroquine	3	0.147586912	2.1049984	14.18123	3	3	0.4888226	31.52431682	-24.2455	Chloroquine.FGFR	train	-2.8835692
MDA-MB-361	breast	FGFR	Chloroquine	1	0.284629718	10	89.49984698	1	0.316434115	10	88.09987617	-5.803738	Chloroquine.FGFR	train	-8.289413
RT4	Bladder	FGFR	Chloroquine	3	0.342758502	0.8901454	29.93171153	3	1	0	100	18.20052	Chloroquine.FGFR	train	22.290663
SW780	Bladder	FGFR	Chloroquine	3	0.49589918	0.437802	0	3	3	0.7446953	70.04119285	-11.19588	Chloroquine.FGFR	train	-2.2030787
T47D	breast	FGFR	Chloroquine	1	1	0	100	1	1	0	100	0.8253902	Chloroquine.FGFR	train	-11.3889475
UACC-812	breast	FGFR	Chloroquine	1	0.0001	0.1	89.02275797	1	0.46573364	0.5542296	58.53091662	-1.672017	Chloroquine.FGFR	train	-3.7232473
CAL-120	breast	FGFR	ERBB	3	0.048348316	0.7478525	43.67049422	3	1.037859905	10	85.29963736	86.10804	ERBB.FGFR	train	32.72977
DMS-114	lung_small_cell_carcinoma	FGFR	ERBB	3	0.159821513	1.9460461	14.04941357	3	1	0	100	7.06391	ERBB.FGFR	train	27.774534
NCI-H520	lung_NSCLC_squamous_cell_carcinoma	FGFR	ERBB	3	0.102621924	10	68.49976822	3	1	0	100	27.30015	ERBB.FGFR	train	29.621496
RT4	Bladder	FGFR	ERBB	3	0.412099332	0.9823207	31.58144122	3	1	0	100	220.3445	ERBB.FGFR	train	64.9681
NCI-SNU-16	stomach	FGFR	ERBB	0.01	0.007388022	2.7973828	0	3	1.020987454	10	91.29980858	15.77256	ERBB.FGFR	train	32.80921
CAL-148	breast	MTOR_1	FGFR	1	0.234056431	2.4505796	70.35584975	1	1	0	100	3.410365	FGFR.MTOR_1	train	5.5769744
CAL-51	breast	MTOR_1	FGFR	1	0.29715086	1.3447018	7.70769574	1	1	0.297191	71.49810509	18.78778	FGFR.MTOR_1	train	8.877433
DMS-114	lung_small_cell_carcinoma	MTOR_1	FGFR	1	0.618544143	0.9108319	0	3	0.159942441	2.1942635	14.67069632	7.986024	FGFR.MTOR_1	train	8.180148
HCC1143	breast	MTOR_1	FGFR	1	0.413837669	1.3312338	22.38945042	1	1	0	100	3.578846	FGFR.MTOR_1	train	1.1133761
HCC1187	breast	MTOR_1	FGFR	1	0.267308341	10	11.99905238	1	0.344613397	10	94.99987928	3.211573	FGFR.MTOR_1	train	-0.9442529
HCC1395	breast	MTOR_1	FGFR	1	0.362513239	1.329707	30.76640912	1	0.012555043	1.7705714	51.98260189	47.21145	FGFR.MTOR_1	train	7.6218276
HCC1428	breast	MTOR_1	FGFR	1	0.820615151	1.0935644	0	1	0.0001	0.1	89.21732852	-2.545934	FGFR.MTOR_1	train	2.0267496
HCC1937	breast	MTOR_1	FGFR	1	0.356456016	2.4517083	76.6830065	1	1	0	100	4.230704	FGFR.MTOR_1	train	5.15832
Hs-578-T	breast	MTOR_1	FGFR	1	0.329906753	1.2506956	12.271682	1	1	0	100	21.52029	FGFR.MTOR_1	train	3.6983893
KMS-11	myeloma	MTOR_1	FGFR	1	0.335520848	10	34.19880117	0.03	0.03	10	10.40028443	0.2484452	FGFR.MTOR_1	train	-4.327738
MCF7	breast	MTOR_1	FGFR	0.3	0.087848982	1.2621362	0	3	1.585734977	2.6416989	40.83989289	14.21441	FGFR.MTOR_1	train	15.572158
MDA-MB-157	breast	MTOR_1	FGFR	1	0.287347646	10	54.29931962	1	0.038929872	2.1024064	35.72466213	39.65426	FGFR.MTOR_1	train	22.175196
MDA-MB-231	breast	MTOR_1	FGFR	1	0.347292964	1.4256854	36.12757031	1	1	0	100	18.34433	FGFR.MTOR_1	train	7.045345
RT4	Bladder	MTOR_1	FGFR	1	1	10	1.00023851	3	0.304767889	1.0411062	32.99463673	-18.80834	FGFR.MTOR_1	train	25.387547
NCI-SNU-16	stomach	MTOR_1	FGFR	1	0.487431654	2.0219415	9.80068633	0.01	0.007512835	2.7158804	0	4.670391	FGFR.MTOR_1	train	13.760824
KATOIII	stomach	MTOR_3	FGFR	3	0.343296366	0.227492	0	0.01	0.005145566	10	22.19889975	-6.632685	FGFR.MTOR_3	train	4.824694
MCF7	breast	MTOR_3	FGFR	1	0.0001	0.12802	3.29100811	1	1	0.8661668	84.38052016	10.58274	FGFR.MTOR_3	train	8.937722
NCI-H1703	lung_NSCLC_adenocarcinoma	MTOR_3	FGFR	3	0.00037037	0.1176014	0	3	1.74731751	1.1851174	3.78848408	8.901234	FGFR.MTOR_3	train	0.15251786
NCI-H520	lung_NSCLC_squamous_cell_carcinoma	MTOR_3	FGFR	3	0.00037037	0.1	26.07131167	3	0.046632761	10	70.24880605	78.08926	FGFR.MTOR_3	train	13.892619
RT4	Bladder	MTOR_3	FGFR	3	3	0.3495734	6.18780364	3	1.229347134	0.592396	0	72.74892	FGFR.MTOR_3	train	35.206486
NCI-SNU-16	stomach	MTOR_3	FGFR	3	0.087655762	0.7032633	17.42754608	0.01	0.003945699	10	35.99414109	-15.33537	FGFR.MTOR_3	train	5.9372764
T47D	breast	MTOR_3	FGFR	1	0.0001	0.1	4.01068434	1	1	10	86.20036168	-27.67313	FGFR.MTOR_3	train	-6.8527465
UACC-812	breast	MTOR_3	FGFR	1	1	0	100	1	1	0	100	-28.19635	FGFR.MTOR_3	train	-6.432916
CAL-120	breast	PIK3C_MTOR	FGFR	1	0.0001	0.1	94.94340993	3	0.082194923	0.4788812	38.19259513	4.902747	FGFR.PIK3C_MTOR	train	5.2709804
DMS-114	lung_small_cell_carcinoma	PIK3C_MTOR	FGFR	1	1	0.8314202	38.13022395	3	0.148701775	1.2731659	9.59482035	-43.92558	FGFR.PIK3C_MTOR	train	3.2356644
HCC1500	breast	PIK3C_MTOR	FGFR	1	0.100893779	1.759363	0	1	0.78311744	0.5815926	0	38.96104	FGFR.PIK3C_MTOR	train	17.115631
KATOIII	stomach	PIK3C_MTOR	FGFR	1	1	0	100	0.01	0.004503108	3.2782813	12.75453673	20.0893	FGFR.PIK3C_MTOR	train	11.098472
MCF7	breast	PIK3C_MTOR	FGFR	1	0.063229003	1.6689853	1.40011821	1	1	0	100	8.495394	FGFR.PIK3C_MTOR	train	8.730372
MDA-MB-361	breast	PIK3C_MTOR	FGFR	1	0.10637313	1.1026626	4.45221372	1	0.048188299	1.1684245	88.91778886	2.826144	FGFR.PIK3C_MTOR	train	9.609908
RT4	Bladder	PIK3C_MTOR	FGFR	1	1	0	100	3	0.426747272	0.9887709	32.43041382	37.25778	FGFR.PIK3C_MTOR	train	29.748926
NCI-SNU-16	stomach	PIK3C_MTOR	FGFR	1	0.39154537	10	80.19831988	0.01	0.007774545	2.6889967	0	17.64808	FGFR.PIK3C_MTOR	train	10.6556
BT-474	breast	Proteasome_2	FGFR	1	0.008862551	2.9380419	3.70358336	1	1	0	100	0.03930111	FGFR.Proteasome_2	train	1.399086
DMS-114	lung_small_cell_carcinoma	Proteasome_2	FGFR	0.3	0.00656136	2.5036734	2.33157414	3	0.142502488	1.4388412	9.84128696	-23.64164	FGFR.Proteasome_2	train	-3.0322752
KMS-11	myeloma	Proteasome_2	FGFR	0.03	0.001257984	4.1614957	0.40867474	0.03	0.028550895	1.7398386	0	-15.55902	FGFR.Proteasome_2	train	-9.466411
MCF7	breast	Proteasome_2	FGFR	1	0.0001	0.4929726	1.2765748	1	1	10	89.40002604	4.365294	FGFR.Proteasome_2	train	3.0111578
MDA-MB-361	breast	Proteasome_2	FGFR	1	0.007154334	0.4499238	0	1	1	0.9481324	73.50995674	-10.20944	FGFR.Proteasome_2	train	-2.9579825
NCI-H520	lung_NSCLC_squamous_cell_carcinoma	Proteasome_2	FGFR	0.1	0.002729956	2.6992541	3.65286146	3	3	0.4121204	22.83861814	4.850328	FGFR.Proteasome_2	train	7.7947135
NCI-SNU-16	stomach	Proteasome_2	FGFR	0.1	0.002245851	5.0986233	0.39018591	0.01	0.007885491	3.2440232	0	-10.7516	FGFR.Proteasome_2	train	7.0388684
UACC-812	breast	Proteasome_2	FGFR	1	0.000327257	9.7986036	0	1	0.2308134	0.1	94.73861428	4.402312	FGFR.Proteasome_2	train	-3.6347196
KATOIII	stomach	WNT	FGFR	3	0.298753851	1.2886504	8.14690748	0.01	0.003780634	10	18.59512959	3.94674	FGFR.WNT	train	6.7513223
KMS-11	myeloma	WNT	FGFR	3	1.03584403	1.6151987	0	0.03	0.03	10	1.40029839	-18.08964	FGFR.WNT	train	-3.3457582
MCF7	breast	WNT	FGFR	3	0.061697321	0.7085029	2.64957281	3	2.942907055	0.5819529	0	-7.763957	FGFR.WNT	train	14.729228
NCI-H520	lung_NSCLC_squamous_cell_carcinoma	WNT	FGFR	3	0.145916931	0.8413629	10.36075311	3	0.073434778	2.2805514	62.72759456	31.17159	FGFR.WNT	train	13.049405
SW780	Bladder	WNT	FGFR	3	0.329743583	1.456035	0	3	0.633499849	0.4530021	0	21.28395	FGFR.WNT	train	9.442922
J82	Bladder	Gemcitabine	ATM	0.1	0.005163152	3.6668181	5.57462582	3	0.715522859	5.4020895	74.39068121	-0.04571745	ATM.Gemcitabine	train	5.119997
KU-19-19	Bladder	Gemcitabine	ATM	0.1	0.002894122	10	8.29982675	3	3	10	85.8000745	5.381046	ATM.Gemcitabine	train	-4.949117
SW780	Bladder	Gemcitabine	ATM	0.1	0.003056807	2.1398549	20.17582117	3	1	0	100	2.635467	ATM.Gemcitabine	train	0.290608
T-24	Bladder	Gemcitabine	ATM	0.1	0.001822055	5.7935188	50.06639995	3	1.330845539	0.924346	38.22108749	27.85968	ATM.Gemcitabine	train	1.5433884
TCCSUP	Bladder	Gemcitabine	ATM	0.1	0.002890789	2.3723411	7.29039202	3	0.881918361	10	83.29987575	16.46099	ATM.Gemcitabine	train	4.6935124
VM-CUB-1	Bladder	Gemcitabine	ATM	0.1	0.005847137	3.3997629	8.54778458	3	1	0	100	15.26292	ATM.Gemcitabine	train	5.651241
647-V	Bladder	Gemcitabine	BCL2_BCL2L1	0.1	0.004109831	3.3788826	0	3	1.417428091	0.7784382	47.49446725	9.388698	BCL2_BCL2L1.Gemcitabine	train	1.7635508
